trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
210,False,"{'a': 0.5, 'e': 0.20856594599623102}",20,9,18.30679038767088,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.20700755268115265}",20,6,-10.402205948061603,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.20546080359549473}",20,0,8.168464910838118,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.20392561173421347}",30,19,21.055226165549808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.20240189074236176}",25,3,-3.179641078622039,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.20088955491023208}",20,8,16.499065441311707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.19938851916853514}",35,4,-96.64729963540488,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 3}",1
217,False,"{'a': 0.5, 'e': 0.1978986990836147}",25,17,14.725581350638711,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.1964200108526981}",20,0,-25.805077372792592,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.1949523712991825}",25,16,18.644783039013824,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.19349569786795606}",35,18,-4.715594540975912,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.19204990862075413}",30,0,12.63868431034833,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.19061492223155038}",25,0,-33.91114053776409,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
223,False,"{'a': 0.5, 'e': 0.18919065798198204}",30,0,-30.336372345572386,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.18777703575680954}",25,15,-37.831864390801584,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.18637397603940997}",20,10,18.129606920924488,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.18498139990730428}",20,15,3.304080132884215,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.18359922902771791}",20,7,8.680815549487106,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.18222738565317434}",25,3,24.07961635210175,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.1808657926171221}",25,10,12.13411633671486,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.17951437332959386}",20,3,5.288654408818031,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.17817305177289844}",30,20,11.92520478966346,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.17684175249734455}",20,0,20.80597980718091,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.17552040061699686}",25,10,-23.60434811903494,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.17420892180546385}",20,12,16.00304062624046,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.1729072422917164}",20,0,25.490658127980833,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.17161528885593874}",20,0,34.017332769200465,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.17033298882540943}",20,15,8.833951013096497,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.1690602700704137}",20,7,20.539848213219987,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.1677970610001859}",30,21,17.78589196429494,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.1665432905588828}",20,8,8.552373341621685,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.16529888822158656}",20,14,8.448247101271011,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.1640637839903375}",20,8,11.61247294974849,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.16283790839019696}",25,17,14.405696974766563,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.16162119246533926}",25,8,30.960978240315814,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.1604135677751728}",20,9,-64.88362055808173,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
246,False,"{'a': 0.5, 'e': 0.15921496639049026}",20,0,-70.16245293702622,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
247,False,"{'a': 0.5, 'e': 0.1580253208896478}",25,8,-21.855132292090495,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.5, 'e': 0.1568445643547723}",30,8,-6.795970883318754,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.15567263036799733}",20,10,22.290626003103355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.15450945300772712}",20,11,17.969501301309993,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.15335496684492847}",20,0,22.010455698285334,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.15220910693945033}",20,14,9.956735719706602,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.15107180883637086}",25,18,12.067237413853675,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.1499430085623719}",20,0,27.96587883890437,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.14882264262214037}",20,4,12.961888752328385,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.14771064799479683}",25,16,-2.908684532142808,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.14660696213035015}",20,0,-5.735618318190508,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.14551152294617953}",30,13,-33.424322047597435,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.5, 'e': 0.144424268823542}",30,21,-24.866165830584812,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
260,False,"{'a': 0.5, 'e': 0.14334513860410647}",20,13,13.851845207225951,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.1422740715865136}",25,9,33.66216984039709,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.14121100752296117}",20,10,7.0102781345512435,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.14015588661581538}",30,22,1.7055111988095746,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.13910864951424695}",30,7,27.706228254105966,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.13806923731089282}",20,6,26.084205878932245,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.13703759153854247}",20,0,30.49101652359818,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.13601365416684918}",30,15,20.985085968429452,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.1349973675990658}",20,0,-23.642777400766334,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.13398867466880499}",25,1,-58.435310190086284,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
270,False,"{'a': 0.5, 'e': 0.13298751863682334}",20,0,-20.637411029584037,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.13199384318783022}",20,0,7.133137432730704,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.13100759242731955}",35,24,-41.01477211193509,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
273,False,"{'a': 0.5, 'e': 0.1300287108784259}",25,14,20.76688285475132,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.12905714347880423}",25,8,-19.571730558429614,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
275,False,"{'a': 0.5, 'e': 0.12809283557753204}",25,11,23.17270286828632,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.1271357329320356}",20,0,-26.19509215219264,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
277,False,"{'a': 0.5, 'e': 0.12618578170503877}",25,14,-21.43282338689039,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.1252429284615345}",30,15,15.87209503830326,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.12430712016577938}",30,14,1.3628905700065028,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.12337830417830993}",30,0,6.954466805162879,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
281,False,"{'a': 0.5, 'e': 0.1224564282529819}",25,13,-5.287693878513766,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.12154144053403153}",20,4,30.277364620041595,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.12063328955315832}",25,0,38.657008555195056,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.11973192422663008}",20,10,15.898827319139654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.11883729385240965}",20,2,29.635881742400137,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.11794934810730252}",30,15,-20.950887795351985,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
287,False,"{'a': 0.5, 'e': 0.11706803704412637}",20,9,8.729254532503564,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.1161933110889016}",25,17,-7.625871004015583,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.11532512103806251}",30,19,4.34676670871723,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.1144634180556899}",20,14,6.299339747466542,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.11360815367076377}",30,21,17.3364478084161,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.11275927977443688}",20,0,5.339211731526348,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.11191674861732888}",30,16,2.7135529102063076,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.11108051280683995}",25,14,8.297313751773345,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.11025052530448522}",30,16,13.770050478117701,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.10942673942324893}",25,8,-12.926364576189341,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
297,False,"{'a': 0.5, 'e': 0.10860910882495801}",20,7,23.34327941474335,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.10779758751767567}",25,0,22.079937735723338,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.10699212985311449}",30,15,26.70496664938492,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.1061926905240684}",35,11,42.33627569320693,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.10539922456186433}",20,4,10.987513329317478,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.10461168733383279}",30,0,-12.16533750796766,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.10383003454079692}",25,18,15.015984779134108,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.10305422221458115}",20,0,23.280572025978813,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.10228420671553748}",25,15,18.276518205156716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.10151994473009104}",25,11,9.718805565016899,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.10076139326830373}",25,13,20.151997188291745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.10000850966145575}",25,14,20.133631375760746,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.09926125155964566}",25,7,29.852402554018532,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.09851957692940828}",20,0,30.705055249391766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.09778344405135009}",20,9,21.035939951270294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.09705281151780253}",20,13,11.423188891003603,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.09632763823049303}",20,1,36.957027947802224,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.09560788339823294}",25,7,19.454668877666464,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.09489350653462311}",25,18,10.212159960476168,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.09418446745577669}",30,3,-13.410005267330689,"{0: 24, 1: 0, 2: 1, 3: 2, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.09348072627805847}",30,7,35.58420497995233,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.0927822434158417}",30,23,12.633566145827395,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.0920889795792812}",20,12,17.795304497720007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.0914008957721033}",25,11,-14.18660589504257,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.09071795328941251}",20,9,18.692358610744083,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.09004011371551407}",30,0,-12.184347193228993,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
323,False,"{'a': 0.5, 'e': 0.08936733892175319}",25,14,22.246558150675774,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.08869959106437038}",35,23,-20.615403109386186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
325,False,"{'a': 0.5, 'e': 0.08803683258237259}",20,15,10.404881225861073,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.08737902619542039}",30,18,16.749781887972265,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.08672613490173114}",25,7,16.340480543909123,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.08607812197599739}",25,7,13.405974462901979,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.08543495096732123}",30,17,24.154490964195194,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.08479658569716382}",20,0,-35.37636931538981,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
331,False,"{'a': 0.5, 'e': 0.08416299025731036}",20,0,29.52218303502448,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.5, 'e': 0.08353412900785037}",25,11,22.309144331827703,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.0829099665751727}",20,0,19.3314808215585,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.08229046784997593}",25,11,25.069156533656457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.08167559798529346}",25,5,10.492306345478465,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.08106532239453328}",25,14,18.515772092911522,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.08045960674953244}",20,3,-10.563886516077833,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.5, 'e': 0.07985841697862626}",20,3,-18.795212494179257,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.5, 'e': 0.07926171926473159}",30,19,18.72025564450145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.07866948004344465}",20,13,12.230511270009625,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.07808166600115317}",20,4,28.935527357883952,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.07749824407316218}",35,22,27.208661230835094,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.0769191814418345}",20,2,20.113454994614678,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.07634444553474438}",20,10,18.812358581022366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.07577400402284548}",30,15,30.55619499725142,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.0752078248186524}",20,2,28.359274634541364,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.07464587607443561}",35,27,16.481832783909677,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.07408812618043001}",30,16,28.87684033503241,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.0735345437630571}",30,18,25.38892077454598,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.07298509768315987}",25,0,19.073963483191477,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
351,False,"{'a': 0.5, 'e': 0.07243975703425146}",30,16,25.248659041433623,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.07189849114077662}",20,13,14.150022580169553,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.07136126955638608}",20,14,11.150293332369817,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.07082806206222406}",35,5,47.768596526753505,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.07029883866522847}",20,0,-6.448346048941049,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
356,False,"{'a': 0.5, 'e': 0.06977356959644364}",25,20,9.086980033529855,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.069252225309346}",30,12,28.10617335900511,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.0687347764781819}",20,10,21.5063578292302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.06822119399631812}",25,15,19.38416398477295,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.06771144897460472}",30,23,11.793967892453484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.06720551273974978}",20,12,13.06804218284819,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.06670335683270666}",20,16,6.981271907415985,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.06620495300707324}",35,15,19.387219993127566,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.06571027322750288}",30,21,-6.5844484777211685,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.06521928966812753}",25,11,15.721685488053462,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.06473197471099255}",35,9,40.048294026873215,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.06424830094450308}",20,5,30.82715734489141,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.06376824116188227}",20,11,18.736416236834497,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.06329176835964073}",30,3,25.309778658588062,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.0628188557360577}",20,6,25.40111001184391,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.06234947668967343}",30,18,16.090213145039385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.061883604817792794}",25,11,22.10769406069991,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.06142121391500013}",20,15,10.044841573018434,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.06096227797168528}",25,15,16.813366622478956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.060506771172580416}",20,10,-4.802206066871538,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.060054667895307945}",25,16,18.877569651713525,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.05960594270893937}",25,0,26.287272389672104,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
378,False,"{'a': 0.5, 'e': 0.05916057037256461}",25,17,18.341450949558315,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.058718525833872284}",20,12,14.18163912920846,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.05827978422774059}",20,3,-13.81989547134399,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
381,False,"{'a': 0.5, 'e': 0.057844320874838456}",20,13,14.414476019748866,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.05741211128023751}",35,15,-24.51387061087024,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
383,False,"{'a': 0.5, 'e': 0.05698313113203406}",20,12,14.522424111634086,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.05655735629998164}",20,12,-6.181553870599109,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.056134762834133725}",20,4,26.899697837302895,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.055715326963496424}",20,15,10.590624048364301,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.05529902509469138}",25,10,-20.686125915322133,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
388,False,"{'a': 0.5, 'e': 0.05488583381062877}",30,18,13.760313888414842,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.05447572986918988}",20,10,17.034994453176566,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.05406869020191986}",25,17,17.341720614964757,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.053664691912730135}",20,6,-17.46709669190491,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
392,False,"{'a': 0.5, 'e': 0.05326371227661037}",20,12,11.996276377542927,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.05286572873835037}",20,11,13.872601307421123,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.05247071891127112}",20,4,28.21811989186637,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
